bookID,title,authors,average_rating,publication_date,publisher,available
8033,The Rapture: In the Twinkling of an Eye   (Before They Were Left Behind  #3),Tim LaHaye/Jerry B. Jenkins,4.15,2/1/2007,Tyndale House Publishers,1
8034,Kingdom Come: The Final Victory (Left Behind  #13),Tim LaHaye/Jerry B. Jenkins,3.98,4/3/2007,Tyndale House Publishers,1
8035,John's Story: The Last Eyewitness (The Jesus Chronicles  #1),Tim LaHaye/Jerry B. Jenkins,3.94,12/1/2006,Putnam Adult,1
8036,Silenced: The Wrath of God Descends (Underground Zealot  #2),Jerry B. Jenkins,4.24,3/1/2005,Tyndale House Publishers,1
8037,Restless Till We Rest in You: 60 Reflections from the Writings of St. Augustine (Saints Speak Today),Augustine of Hippo,4.67,12/31/1998,Servant Publications,1
8038,A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Anonymous/Philip Boehm/Hans Magnus Enzensberger,4.33,7/11/2006,Picador,1
8039,The Woman Warrior,Maxine Hong Kingston,3.73,4/23/1989,Vintage Books USA,1
8040,A Woman in Jerusalem,A.B. Yehoshua/Hillel Halkin,3.43,8/14/2006,Houghton Mifflin Harcourt,1
8041,The Kept Woman,Susan Donovan,3.81,6/27/2006,St. Martin's Paperbacks,1
8042,My Woman His Wife,Anna J.,4.38,9/1/2006,Urban Books,1
8043,Woman Hollering Creek and Other Stories,Sandra Cisneros,4.04,3/3/1992,Vintage,1
8044,The Bean Trees (Greer Family  #1),Barbara Kingsolver,3.97,3/1/1989,Perfection Learning,1
8045,The Crazyladies of Pearl Street,Trevanian,3.77,6/6/2006,Broadway Books,1
8046,The Summer of Katya,Trevanian,3.99,6/28/2005,Broadway Books,1
8047,The Main,Trevanian,3.86,7/26/2005,Broadway Books,1
8048,The Eiger Sanction (Jonathan Hemlock  #1),Trevanian,4.06,5/10/2005,Broadway Books,1
8049,Time to Learn: How to Create High Schools That Serve All Students,George H. Wood/Theodore R. Sizer,3.5,8/1/2005,Heinemann Educational Books,1
8050,Scoop (Occupational Hazards  #1),Rene Gutteridge,3.61,10/10/2006,WaterBrook,1
8051,Brideshead Revisited,Evelyn Waugh,4,1/30/1982,Back Bay Books,1
8052,Black Mischief,Evelyn Waugh,3.76,8/30/2002,Back Bay Books,1
8053,The Complete Stories of Evelyn Waugh,Evelyn Waugh,3.99,9/20/2000,Back Bay Books,1
8054,Helena,Evelyn Waugh/George Weigel/Amy Welborn,3.6,3/1/2005,Loyola Classics,1
8055,Choo Choo (Carry Along Book & Cassette Favorites),Virginia Lee Burton,3.91,4/24/1989,Houghton Mifflin,1
8056,The Rise of Christianity,Rodney Stark,4.04,5/9/1997,HarperOne,1
8057,The Rise of Christianity : A Sociologist Reconsiders History,Rodney Stark,4.04,6/2/1996,Princeton University Press,1
8058,Grand Theft Auto: San Andreas Official Strategy Guide,Rick Barba,4.04,10/25/2004,BradyGames,1
8059,Rounding the Mark (Inspector Montalbano  #7),Andrea Camilleri/Stephen Sartarelli,4.07,7/25/2006,Penguin Books,1
8060,Excursion to Tindari (Inspector Montalbano #5),Andrea Camilleri/Stephen Sartarelli,4.03,2/1/2005,Penguin Books,1
8061,Voice of the Violin (Inspector Montalbano  #4),Andrea Camilleri/Stephen Sartarelli,4.03,6/29/2004,Penguin,1
8062,Andreas Gursky,Andreas Gursky/Peter Galassi,4.22,7/2/2002,Museum of Modern Art,1
8063,Moon of the Spider (Diablo  #4),Richard A. Knaak,3.95,1/1/2006,Pocket Star,1
8064,The Black Road (Diablo #2),Mel Odom,3.67,4/2/2002,Star Trek,1
8065,Legacy of Blood (Diablo  #1),Richard A. Knaak,3.77,5/1/2001,Pocket Books,1
8066,The Kingdom of Shadow (Diablo  #3),Richard A. Knaak,3.93,8/1/2002,Pocket Books/Star Trek,1
8067,Scales of the Serpent (Diablo: The Sin War  #2),Richard A. Knaak,3.86,3/27/2007,Pocket Star,1
8068,El Escorpion: La Marca del Diablo: El Escorpion: The Mark of the Devil,Stephen Desberg/Enrico Marini,3.84,10/1/2004,Public Square Books,1
8069,Diablo II Ultimate Strategy Guide,Bart G. Farkas,3.81,10/31/2001,Vivendi,1
8070,El Diablo Cojuelo,Luis Vélez de Guevara,3.06,1/11/2007,Cátedra,1
8071,El diablo de la botella,Robert Louis Stevenson/Diana Castellanos/Eleonora Garcia Larralde,3.74,7/15/2018,Grupo Editorial Norma  S.A.,1
8072,Diabolo: Volume 1,Kei Kusunoki/Kaoru Ohashi,3.46,11/1/2004,TokyoPop,1
8073,Japan (Lonely Planet Guide),Chris Rowthorn/Ray Bartlett/Justin Ellis,4.05,10/1/2005,Lonely Planet,1
8074,Pink Box: Inside Japan's Sex Clubs,Joan Sinclair/James Farrer,4.11,10/1/2006,Harry N. Abrams,1
8075,Japan at War:  An Oral History,Haruko Taya Cook/Theodore F. Cook,4.34,10/1/1993,New Press (NY),1
8076,Sister Bernadette's Barking Dog: The Quirky History and Lost Art of Diagramming Sentences,Kitty Burns Florey,3.59,10/1/2006,Melville House Publishing,1
8077,A Three Dog Life,Abigail Thomas,3.74,9/5/2006,Houghton Mifflin Harcourt,1
8078,For the Love of a Dog: Understanding Emotion in You and Your Best Friend,Patricia B. McConnell,4.33,8/29/2006,Ballantine Books,1
8079,Malcolm X Speaks: Selected Speeches and Statements,Malcolm X/George Breitman,4.46,1/11/1994,Grove Weidenfeld,1
8080,Martin and Malcolm and America: A Dream or a Nightmare?,James H. Cone,4.37,9/1/1992,Orbis Books,1
8081,Under the Volcano,Malcolm Lowry,3.79,4/26/2000,Harper Perennial,1
8082,The New Knighthood: A History of the Order of the Temple,Malcolm Barber,3.84,9/29/1995,Cambridge University Press,1
8083,Malcolm X: A Graphic Biography,Andrew Helfer/Randy DuBurke,3.66,11/14/2006,Hill and Wang,1
8084,Who Are You?: 101 Ways of Seeing Yourself,Malcolm Godwin,3.48,1/1/2000,Penguin Books,1
8085,Bosnia: A Short History,Noel Malcolm,4.07,8/1/2002,Pan MacMillan,1
8086,The Other Boleyn Girl,Philippa Gregory,4.06,11/9/2004,Atria Books,1
8087,The Last Boleyn,Karen Harper,4.05,2/28/2006,Broadway Books,1
8088,The Rise and Fall of Anne Boleyn,Retha M. Warnicke,3.96,7/26/1991,Cambridge University Press,1
8089,The Secret Diary of Anne Boleyn,Robin Maxwell,3.8,5/28/1998,Atria Books,1
8090,The Other Boleyn Girl,Philippa Gregory,4.06,4/21/2001,Scribner,1
8091,Lila: An Inquiry Into Morals (Phaedrus  #2),Robert M. Pirsig,3.78,11/1/1992,Bantam,1
8092,Lila's Child: An Inquiry into Quality,Robert M. Pirsig/Dan Glover,3.58,1/14/2003,1st Book Library,1
8093,Swapping Lives,Jane Green,3.58,6/13/2006,Viking Adult,1
8094,Babyville,Jane Green,3.62,3/23/2004,Broadway Books,1
8095,To Have and to Hold,Jane Green,3.63,3/1/2005,Broadway Books,1
8096,Mr. Maybe,Jane Green,3.45,6/11/2002,Broadway Books,1
8097,Straight Talking,Jane Green,3.64,9/5/2002,Penguin,1
8098,Spellbound,Jane Green,3.63,12/4/2003,Penguin Books Ltd,1
8099,Babyville,Jane Green,3.62,5/27/2003,Broadway Books,1
8100,This Christmas,Jane Green/Jennifer Coburn/Liz Ireland,3.19,10/1/2009,Zebra,1
8101,Bookends,Jane Green,3.72,6/11/2002,Broadway Books,1
8102,Krik? Krak!: Récits,Edwidge Danticat/Nicole Tisserand,4.12,7/4/1997,Pygmalion Editions,1
8103,Homelands: Women’s Journeys Across Race  Place  and Time,Patricia Justine Tumang/Edwidge Danticat/Jenesha de Rivera,4.43,12/21/2006,Seal Press,1
8104,The Farming of Bones,Edwidge Danticat,4.07,9/1/1999,Penguin Books,1
8105,The Dew Breaker,Edwidge Danticat,3.8,3/8/2005,Vintage,1
8106,I Capture the Castle,Dodie Smith,4,3/31/1998,Wyatt Book,1
8107,Conversations with Ernest Hemingway (Literary Conversations),Ernest Hemingway/Matthew J. Bruccoli,4.15,12/1/1986,University Press of Mississippi,1
8108,The Rapture: Who Will Face the Tribulation,Tim LaHaye,3.5,3/1/2002,Harvest House Publishers,1
8109,The Regime: Evil Advances  (Before They Were Left Behind  #2),Tim LaHaye/Jerry B. Jenkins,4.11,4/1/2006,Tyndale House Publishers,1
8110,The Rising: Antichrist is Born  (Before They Were Left Behind  #1),Tim LaHaye/Jerry B. Jenkins,4.2,10/1/2005,Tyndale House Publishers,1
8111,The Earth and Its Peoples: Volume II,Richard W. Bulliet/Daniel R. Headrick/David Northrup/Lyman L. Johnson/Pamela Kyle Crossley/Steven W. Hirsch/Steven Hirsch,4.07,5/9/2005,Cengage Learning,1
8112,The Earth and Its Peoples: A Global History  Volume C: Since 1750,Richard W. Bulliet/Pamela Kyle Crossley/Steven Hirsch,2,2/9/2004,Cengage Learning,1
8113,The Life of Charlotte Brontë,Elizabeth Gaskell/Angus Easson,3.91,6/20/2002,Oxford University Press,1
8114,The Juvenilia of Jane Austen and Charlotte Brontë,Jane Austen/Charlotte Brontë/Frances Beer,3.86,10/7/1986,Penguin Books,1
8115,Selected Works of the Brontë Sisters: Jane Eyre / Villette / Wuthering Heights / Agnes Grey / The Tenant of Wildfell Hall,Charlotte Brontë/Emily Brontë/Anne Brontë,4.38,1/5/1998,Wordsworth Classics,1
8116,Morgan's Passing,Anne Tyler,3.78,8/27/1996,Ballantine Books,1
8117,Back When We Were Grownups,Anne Tyler,3.52,10/26/2004,Ballantine Books,1
8118,Celestial Navigation,Anne Tyler,3.79,8/27/1996,Ballantine Books,1
8119,Breathing Lessons,Anne Tyler,3.66,9/26/2006,Ballantine Books,1
8120,The Tin Can Tree,Anne Tyler,3.6,8/27/1996,Ballantine Books,1
8121,Inside the Mind of Gideon Rayburn (Midvale Academy  #1),Sarah Miller,3.39,5/2/2006,St. Martin's Griffin,1
8122,Patience & Sarah,Isabel Miller/Emma Donoghue,3.9,9/1/2005,Arsenal Pulp Press,1
8123,The Razor's Edge,W. Somerset Maugham,4.19,9/9/2003,Vintage International,1
8124,Razor's Edge: The Unofficial History of the Falklands War,Hugh Bicheno/Richard   Holmes,3.79,3/1/2007,Phoenix,1
8125,Tom Jones,Henry Fielding/Doreen Roberts,3.74,5/5/1992,Wordsworth Editions,1
8126,Clarissa  Or The History of a Young Lady,Samuel Richardson/Sheila Ortiz Taylor,3.37,10/4/2005,Signet Classics,1
8127,The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play  #5),Douglas Adams/Dirk Maggs/Simon  Jones/Geoffrey McGivern/Mark Wing-Davey/Susan  Sheridan/Sandra Dickinson/Stephen  Moore/William Franklyn/Rula Lenska/Sam  Burke,4.37,6/20/2005,BBC Audiobooks,1
8128,The Secret of Shambhala: In Search of the Eleventh Insight (Celestine Prophecy  #3),James Redfield,4,11/1/2001,Grand Central Publishing,1
8129,The Celestine Vision: Living the New Spiritual Awareness,James Redfield,4.07,11/1/1999,Grand Central Publishing,1
8130,The Purpose of Your Life: Finding Your Place In The World Using Synchronicity  Intuition  And Uncommon Sense,Carol Adrienne/James Redfield,3.76,3/17/1999,William Morrow Paperbacks,1
8131,The Janson Directive (Paul Janson  #1),Robert Ludlum,3.86,10/19/2003,St. Martin's Paperbacks,1
8132,The Moscow Vector (Covert-One  #6),Patrick Larkin/Robert Ludlum,3.98,2/7/2006,St. Martin's Paperbacks,1
8133,The Ambler Warning,Robert Ludlum,3.72,11/1/2006,St. Martin's Paperbacks,1
8134,Historical Romances: The Prince and the Pauper / A Connecticut Yankee in King Arthur’s Court / Personal Recollections of Joan of Arc,Mark Twain/Susan K. Harris,4.38,8/1/1994,Library of America,1
8135,Bleak House,Charles Dickens/Nicola Bradbury/Hablot Knight Browne,4.01,1/6/2006,Penguin Books,1
8136,Our Mutual Friend,Charles Dickens,4.07,9/10/2002,Modern Library,1
8137,A Christmas Carol and Other Christmas Books,Charles Dickens/Robert Douglas-Fairhurst,3.96,11/1/2007,Oxford University Press  USA,1
8138,Little Dorrit,Charles Dickens/Stephen J. Wall/Helen Small,3.99,9/25/2003,Penguin Classics,1
8139,Baseball: a Literary Anthology,Nicholas Dawidoff/Ernest Lawrence Thayer/Jacques Barzun/Robert Frost/John Updike/Leroy Satchel Paige/Bill Veeck/Murray Kempton/Jimmy Breslin/Marianne Moore/Gay Talese/Tallulah Bankhead/Albert G. Spalding/Nelson Algren/William Carlos Williams/James Weldon Johnson/Thomas Wolfe/James Thurber/Philip Roth/Jim Bouton/Dave Frishberg/Roger Kahn/Roger Angell/Damon Runyon/George Plimpton/A. Bartlett Giamatti/Amiri Baraka/Annie Dillard/Stephen Jay Gould/Stephen King/Richard Ford/Don DeLillo/Lawrence S. Ritter/Ring Lardner/Carl Sandburg/Heywood Broun/Bernard Malamud/Red  Smith,4.24,3/4/2002,Library of America,1
8140,The Bourne Ultimatum (Jason Bourne  #3),Robert Ludlum,4.05,5/6/2004,Orion,1
8141,The Sigma Protocol,Robert Ludlum,3.8,10/13/2002,St. Martin's Paperbacks,1
8142,The Road to Gandolfo,Robert Ludlum/Michael  Shepherd,3.64,2/1/1992,Bantam,1
8143,The Arctic Event (Covert-One  #7),James H. Cobb/Robert Ludlum,4.01,9/26/2007,Warner Books,1
8144,The Altman Code (Covert-One  #4),Gayle Lynds/Robert Ludlum/Don Leslie,3.95,9/30/2005,Audio Renaissance,1
8145,The Matlock Paper,Robert Ludlum,3.88,8/24/2005,Orion Books,1
8146,Fat Pig,Neil LaBute,3.56,11/29/2004,Farrar  Straus and Giroux,1
8147,Hickory Dickory Dock (Hercule Poirot  #32),Agatha Christie/Hugh Fraser,3.75,12/7/2006,AudioGO,1
8148,A Caribbean Mystery (Miss Marple  #10),Agatha Christie,3.8,3/1/2000,Signet,1
8149,Five Complete Miss Marple Novels: The Mirror Crack'd / A Caribbean Mystery / Nemesis / What Mrs. McGillicuddy Saw! / The Body in the Library,Agatha Christie,4.39,7/2/1990,Avenel Books,1
8150,At Bertram's Hotel,Agatha Christie,3.7,3/1/2000,Signet,1
8151,Nemesis (Miss Marple  #12),Agatha Christie,3.85,5/1/2000,Signet,1
8152,A Pocket Full of Rye: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/June Whitfield/Nicky Henson/Derek Waring/Natasha Pyne,3.86,4/1/2014,Blackstone Audiobooks,1
8153,Murder at the Vicarage (Miss Marple  #1),Agatha Christie,4.05,9/1/2000,Signet,1
8154,Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel),Agatha Christie,4.32,7/10/1997,Harper Collins,1
8155,The Dance of Anger,Harriet Lerner,4.06,5/3/2005,William Morrow & Company,1
8156,Dance of the Gods (Circle Trilogy  #2),Nora Roberts,4.15,10/3/2006,Jove,1
8157,Barnyard Dance,Sandra Boynton,4.25,10/1/1993,Workman Publishing Company,1
8158,The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,Harriet Lerner,4.07,1/1/1989,William Morrow Paperbacks,1
8159,4:50 from Paddington / A Pocket Full of Rye (BBC Presents: Two Miss Marple Dramas),Agatha Christie,3.94,5/4/1999,Random House Audio,1
8160,Blood Canticle (The Vampire Chronicles #10),Anne Rice,3.72,11/4/2004,Arrow,1
8161,The Vampire Armand (The Vampire Chronicles  #6),Anne Rice,3.76,10/3/2000,Ballantine Books,1
8162,Violin,Anne Rice,3.28,1/1/2002,Distribooks,1
8163,Cry to Heaven,Anne Rice,3.85,4/1/1995,Ballantine Books,1
8164,Lasher (Lives of the Mayfair Witches  #2),Anne Rice,3.86,11/4/2004,Arrow Books,1
8165,Blood And Gold (The Vampire Chronicles  #8),Anne Rice,3.89,11/7/2002,Arrow,1
8166,Hot Stuff (Cate Madigan #1),Janet Evanovich/Leanne Banks,3.74,4/3/2007,St. Martin's Press,1
8167,Lovelock (Mayflower Trilogy  #1),Orson Scott Card/Kathryn H. Kidd,3.47,2/1/2001,St. Martins Press-3PL,1
8168,Treasure Box,Orson Scott Card,3.33,10/1/1997,Harper,1
8169,Songmaster,Orson Scott Card,3.74,12/6/2002,Orb Books,1
8170,Stone Tables,Orson Scott Card,3.87,3/1/2000,Shadow Mountain,1
8171,William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews,Nicolas Tredell,3.96,12/27/2000,Columbia University Press,1
8172,Hart's Hope,Orson Scott Card,3.47,2/1/1983,Berkley,1
8173,Children of the Mind (Ender's Saga  #4),Orson Scott Card,3.76,8/24/2002,Tor Books,1
8174,Maps in a Mirror: The Short Fiction of Orson Scott Card,Orson Scott Card,4.01,1/1/2004,Orb Books,1
8175,How to Write Science Fiction & Fantasy,Orson Scott Card,3.9,9/15/2001,Writer's Digest Books,1
8176,What Came Before He Shot Her (Inspector Lynley  #14),Elizabeth  George,3.56,10/17/2006,Harper,1
8177,With No One as Witness (Inspector Lynley  #13),Elizabeth  George,4.04,2/28/2006,Harper,1
8178,Deception on His Mind (Inspector Lynley  #9),Elizabeth  George,4.05,10/6/1998,Bantam Books,1
8179,Becoming a Woman of Beauty and Strength: Esther,Elizabeth George,4.27,1/1/2001,Harvest House Publishers,1
8180,In Pursuit of the Proper Sinner (Inspector Lynley  #10),Elizabeth  George,4.1,11/30/2000,Bantam Books,1
8181,A Woman's High Calling Growth and Study Guide,Elizabeth George,4.15,8/15/2001,Harvest House Publishers,1
8182,Living with Passion and Purpose: Luke (Woman After God's Own Heart),Elizabeth George,4,9/15/2005,Harvest House Publishers,1
8183,Loving God with All Your Mind,Elizabeth George,4.43,1/1/2005,Harvest House Publishers,1
8184,Ariel Sharon: A Life,Nir Hefez/Gadi Bloom/Mitch Ginsburg,3.72,10/24/2006,Random House  Inc.,1
8185,Life Management for Busy Woman: Growth and Study Guide,Elizabeth George,4.53,7/1/2002,Harvest House Publishers,1
8186,A Wife After God's Own Heart Growth and Study Guide,Elizabeth George,4.69,1/1/2004,Harvest House Publishers,1
8187,Lover of Unreason: Assia Wevill  Sylvia Plath's Rival and Ted Hughes' Doomed Love,Yehuda Koren/Eilat Negev,3.92,12/26/2006,Da Capo Press,1
8188,The Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,4.31,6/13/2013,Faber & Faber,1
8189,Letters Home,Sylvia Plath,4.2,1/1/1999,Faber & Faber,1
8190,The Poetry of Sylvia Plath,Claire Brennan,4.25,8/29/2001,Columbia University Press,1
8191,Black Boy,Richard Wright/Edward P. Jones,4.05,11/29/2005,Harper,1
8192,Angry Black White Boy,Adam Mansbach,3.55,3/8/2005,Broadway Books,1
8193,Bad Boys In Black Tie (Watson Brothers  #3),Lori Foster/Erin McCarthy/Morgan Leigh,3.73,5/1/2004,Brava,1
8194,The Twits,Roald Dahl/Quentin Blake,3.96,6/24/2004,Puffin Books,1
8195,Far from the Madding Crowd,Thomas Hardy/Suzanne Keen,3.94,10/1/2002,Signet Classics,1
8196,Far From the Madding Crowd,Thomas Hardy/Rosemarie Morgan/Shannon Russell,3.94,2/27/2003,Penguin Books,1
8197,Far From the Madding Crowd,Thomas Hardy/Suzanne B. Falck-Yi/Linda M. Shires,3.94,11/14/2002,Oxford University Press,1
8198,Far from the Madding Crowd,Thomas Hardy,3.94,3/31/1994,Penguin Books,1
8199,Middlemarch: An Authoritative Text  Backgrounds  Reviews and Criticism,George Eliot/Bert G. Hornback,3.96,9/1/1977,W. W. Norton & Company,1
8200,Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry,Gail A. Eisnitz,4.35,11/1/2006,Prometheus Books,1
8201,A Dance At The Slaughterhouse (Matthew Scudder  #9),Lawrence Block,4.18,7/3/2000,Harper Paperbacks,1
8202,Slaughterhouse Blues: The Meat and Poultry Industry in North America,Donald D. Stull/Michael J. Broadway/Eric Schlosser,3.46,4/17/2003,Wadsworth Publishing Company,1
8203,Inky The Indigo Fairy (Rainbow Magic  #6),Daisy Meadows/Georgie Ripper,3.79,1/1/2006,Scholastic Paperbacks,1
8204,Sunny The Yellow Fairy (Rainbow Magic  #3),Daisy Meadows/Georgie Ripper,3.82,7/1/2005,Little Apple,1
8205,Sky The Blue Fairy (Rainbow Magic  #5),Daisy Meadows/Georgie Ripper,3.83,11/1/2005,Scholastic Paperbacks,1
8206,Heather The Violet Fairy (Rainbow Magic  #7),Daisy Meadows/Georgie Ripper,3.86,2/1/2006,Scholastic Paperbacks,1
8207,Ruby the Red Fairy (Rainbow Magic  #1),Daisy Meadows/Georgie Ripper,3.84,5/1/2005,Scholastic Inc.,1
8208,Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,4.02,4/5/2000,Mariner Books,1
8209,The Rainbow Goblins,Ul De Rico,4.42,6/17/1978,Thames  Hudson,1
8210,The Serpent and the Rainbow,Wade Davis,3.91,8/5/1997,Simon  Schuster,1
8211,The Rainbow,D.H. Lawrence/Daphne Merkin,3.69,5/5/2009,Signet,1
8212,Standing in the Rainbow (Elmwood Springs  #2),Fannie Flagg,4.04,8/3/2004,Ballantine Books,1
8213,The Scarlet Pimpernel,Emmuska Orczy/Margaret Brantley,4.07,7/1/2004,Simon  Schuster,1
8214,Adventures of the Scarlet Pimpernel,Emmuska Orczy,4.03,12/1/1983,Buccaneer Books,1
8215,Love's Enduring Promise (Love Comes Softly  #2),Janette Oke,4.19,11/1/2003,Bethany House Publishers,1
8216,Of Human Bondage,W. Somerset Maugham/Benjamin DeMott/Maeve Binchy,4.13,1/2/2007,Signet,1
8217,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran/Sandra Blakeslee/Oliver Sacks,4.26,8/18/1999,William Morrow Paperbacks,1
8218,Mangoes & Curry Leaves: Culinary Travels Through the Great Subcontinent,Jeffrey Alford/Naomi Duguid,4.18,11/1/2005,Artisan,1
8219,Curry: A Tale of Cooks and Conquerors,Lizzie Collingham,3.9,2/6/2006,Oxford University Press  USA,1
8220,50 Great Curries of India,Camellia Panjabi,4.15,12/30/2005,Kyle Books,1
8221,Curries Without Worries,Sudha Koul/Warner Books,3.93,3/1/1996,Grand Central Publishing,1
8222,In Search of Duende,Federico García Lorca/Norman Thomas di Giovanni,4.3,4/17/1998,New Directions,1
8223,The Selected Poems of Federico García Lorca,Federico García Lorca,4.32,6/1/1955,New Directions Publishing Corporation,1
8224,Lorca & Jimenez: Selected Poems,Federico García Lorca/Juan Ramón Jiménez/Robert Bly,4.34,4/30/1997,Beacon Press,1
8225,Also sprach Zarathustra: Ein Buch für Alle und Keinen.,Friedrich Nietzsche,4.06,7/1/2000,Reclam  Leipzig,1
8226,Seminar on Nietzsche's Zarathustra,C.G. Jung/James L. Jarrett,4.38,11/23/1997,Princeton University Press,1
8227,The Polar Express,Chris Van Allsburg,4.3,10/19/2005,HMH Books for Young Readers,1
8228,Trip To The North Pole (The Polar Express: The Movie),Ellen Weiss/Doyle Partners/Robert Zemeckis,3.62,10/12/2004,HMH Books for Young Readers,1
8229,Blow Fly (Kay Scarpetta  #12),Patricia Cornwell,3.77,9/7/2004,Berkley,1
8230,The Gift of the Magi and Other Short Stories,O. Henry,4.15,2/5/1992,Dover Publications,1
8231,James and the Giant Peach,Roald Dahl/Nancy Ekholm Burkert,4.01,1/1/1978,Bantam Skylark,1
8232,Ten Short Stories Book & Cd Pack (Penguin Student Editions),Roald Dahl,3.84,3/30/2000,Penguin Classics,1
8233,The Ultramarines Omnibus (Ultramarines #1-3),Graham McNeill,3.97,12/19/2008,Games Workshop,1
8234,Star Wars Omnibus: X-Wing Rogue Squadron  Vol. 2,Michael A. Stackpole/Jan Strnad/Ryder Windham/Jordi Ensign/John Nadeau/Gary Erskine,3.88,10/24/2006,Dark Horse Comics,1
8235,The Soul Drinkers Omnibus (Soul Drinkers #1-3),Ben Counter,3.77,12/26/2006,Games Workshop(uk),1
8236,James and the Giant Peach,Roald Dahl/Quentin Blake,4.01,4/5/1998,Puffin,1
8237,James and the Giant Peach: a Play,Richard R. George/Roald Dahl,4,2/1/2007,Puffin Books,1
8238,James & The Giant Peach (Disney's),Roald Dahl/Karey Kirkpatrick/Lane Smith,4.03,7/4/1996,Puffin,1
8239,The Progress of Love,Alice Munro,4.14,12/12/2000,Vintage,1
8240,A Memoir of Jane Austen and Other Family Recollections,J.E. Austen Leigh/Caroline Austen/Henry Austen/Anna Austen Lefroy/Kathryn Sutherland,3.83,12/5/2002,Oxford University Press,1
8241,The Jane Austen Cookbook,Maggie Black/Deirdre Le Faye,3.93,5/10/2002,McClelland & Stewart,1
8242,The Complete Novels,Jane Austen/Karen Joy Fowler,4.55,3/28/2006,Penguin Classics,1
8243,The Cambridge Companion to Jane Austen,Edward Copeland/Juliet McMaster,4.09,5/13/1997,Cambridge University Press,1
8244,The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),Sally Smith O'Rourke,3.37,4/1/2006,Kensington,1
8245,Jane Austen: A Life,Carol Shields,3.85,5/31/2005,Penguin Books,1
8246,The Complete Novels of Jane Austen,Jane Austen,4.55,1/5/2005,Wordsworth Editions,1
8247,Persuasion,Jane Austen/Gillian Beer,4.14,4/29/2003,Penguin Classics,1
8248,The History of England,Jane Austen/Cassandra Austen/Deirdre Le Faye/A.S. Byatt,3.89,1/10/1993,Algonquin Books,1
8249,Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,3.86,11/3/2009,Bantam,1
8250,Dante: Poet of the Secular World,Erich Auerbach/Ralph Manheim/Michael Dirda,4.25,1/16/2007,NYRB Classics,1
8251,Me Alquilo Para Soñar (Taller de Guión  #62),Gabriel García Márquez,3.83,3/2/2004,Debolsillo,1
8252,Silent Running,James F. Calvert,4.17,10/15/1997,Wiley,1
8253,La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,Gabriel García Márquez,3.9,5/30/2004,Editorial Diana,1
8254,The Story of a Shipwrecked Sailor,Gabriel García Márquez/Randolf Hogan,3.78,3/13/1989,Vintage,1
8255,El Dia Que Nietzsche Lloró,Irvin D. Yalom,4.32,10/24/2006,Planeta,1
8256,Zur Genealogie der Moral,Friedrich Nietzsche,4.11,1/31/1998,Reclam,1
8257,Nietzche and Philosophy,Gilles Deleuze/Michael Hardt,4.17,5/16/2006,Columbia University Press,1
8258,The Will to Power,Friedrich Nietzsche/Walter Kaufmann/R.J. Hollingdale,4.05,8/17/2011,Vintage Books,1
8259,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,4.12,1/1/1991,Pocket Books,1
8260,The Oxford Companion to Philosophy,Ted Honderich,4.15,5/26/2005,Oxford University Press  USA,1
8261,South Park and Philosophy: You Know  I Learned Something Today,Robert Arp,3.43,11/22/2006,Blackwell Publishers,1
8262,Superheroes and Philosophy: Truth  Justice  and the Socratic Way,Tom Morris/William Irwin,3.87,4/20/2005,Open Court,1
8263,The Simpsons and Philosophy: The D'oh! of Homer,William Irwin/Aeon J. Skoble/Mark T. Conard,3.47,2/28/2001,Open Court,1
8264,Philosophy for Dummies,Tom Morris,3.65,9/17/1999,For Dummies,1
8265,The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,3.74,4/6/1977,Mariner Books,1
8266,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,4.48,9/10/2004,Open Court,1
8267,Philosophy of Religion: An Anthology,Louis P. Pojman,3.94,5/7/2002,Wadsworth Publishing Company,1
8268,A History of Philosophy 1: Greece and Rome,Frederick Charles Copleston,4.1,6/1/2003,Bloomsbury Academic,1
8269,Western Philosophy: An Anthology,John Cottingham,4.04,11/14/1996,Wiley-Blackwell,1
